Gene_id	Symbol	Gene_type	Sample_R01	Sample_R02	Sample_R03	Sample_R04	Sample_R05	Sample_R06	Sample_R07	Sample_R08	Sample_R09	Sample_R10	Sample_R11	Sample_R12	Sample_R13	Sample_R14
ENSMUSG00000075229	Ccdc58	protein_coding	642	538	331	389	392	416	419	384	386	381	590	613	443	478
ENSMUSG00000075232	Amd1	protein_coding	5662.09	5459.99	3110.57	3139.7	2870.01	3457.57	3192.03	2582.52	3335.46	3235.38	8840.93	8316.86	4157.67	3740.59
ENSMUSG00000075245	Gm6043	processed_pseudogene	35.6	24.14	43.55	14.21	17.63	1	14.71	12.87	12.65	16.71	21.91	20.25	19.75	8.43
ENSMUSG00000075249	Fsip2	protein_coding	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000075254	Heg1	protein_coding	3647	3921	6016	6982	4572	5907	6320	5003	4311	4937	3377	3101	4132	6010
ENSMUSG00000075256	Cerkl	protein_coding	5	8	9	11	11	10	12	6	3	1	4	2	9	10
ENSMUSG00000075265	Tnk2os	antisense	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075266	Cenpw	protein_coding	295.98	298.42	225	192.07	183.81	266	182.76	117.99	137.79	135	200.22	230.97	317.82	279.17
ENSMUSG00000075267	Dfnb59	protein_coding	2	3	0	1	1	0	2	1	0	0	1	0	0	1
ENSMUSG00000075268	Gm10819	processed_pseudogene	50.3	120.91	53.48	87.46	69.3	16.24	102.57	110.99	126.69	98.02	202.29	208.86	102.02	96.88
ENSMUSG00000075269	Bex6	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075270	Pde11a	protein_coding	0	1	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000075271	Ttc30a1	protein_coding	116.19	99.44	64.49	99.11	27.2	64.22	42.99	25.05	24.93	37.47	49.72	74.21	55.08	51.99
ENSMUSG00000075272	Ttc30a2	protein_coding	10.8	5.35	2.36	5.48	6.61	0	0	0	9.8	0	4.17	2.69	0	5.27
ENSMUSG00000075273	Ttc30b	protein_coding	133.01	136.21	143.16	163.41	133.19	169.78	97.01	102.95	91.27	94.53	86.11	70.11	134.92	138.73
ENSMUSG00000075276	Gm13653	processed_pseudogene	6.23	0	9.35	5.24	1.74	0	3.95	5.27	0	7.21	10.89	11.8	7.98	0
ENSMUSG00000075277	Haglr	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075279	Mrpl23-ps1	processed_pseudogene	240.57	647.09	269.45	700.56	514.89	17.32	856.6	599.89	858.52	731.16	1102.23	1132.96	745.26	590.24
ENSMUSG00000075284	Wipf1	protein_coding	3615	3687	3513	3570	3175	3649	3166	3071	2259	2388	3487	3315	3297	3831
ENSMUSG00000075286	Gm1968	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075288	Gm6913	processed_pseudogene	0	1.43	5.82	1.08	1.11	0	0	4.4	1.07	3.62	2.55	3.48	3.46	1.29
ENSMUSG00000075289	Carns1	protein_coding	143	141	221	284	164	163	330	271	213	220	23	17	172	204
ENSMUSG00000075296	Aldh3b2	protein_coding	0	0	0	0	0	0	1.07	0	0	1.36	0	0	0	1.08
ENSMUSG00000075297	H60b	protein_coding	1	3.02	5.01	11.04	2	0	3.13	9.04	0	1	0	0	2.01	1.01
ENSMUSG00000075302	Erich2	protein_coding	0	3	5	2	1	2	5	2	0	0	1	0	2	6
ENSMUSG00000075304	Sp5	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075307	Klhl41	protein_coding	42	38	459	459	1384	1670	1847	1500	15948	15893	192	156	130	111
ENSMUSG00000075312	Gm13597	processed_pseudogene	154.74	581.19	181.57	431.47	390.23	3.82	514.37	434.54	420.84	496.63	639.48	643.65	418.59	423.22
ENSMUSG00000075314	Gm1322	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075316	Scn9a	protein_coding	7	6	8.56	17	1	6	0	6	0	0	0	0	1.03	0
ENSMUSG00000075318	Scn2a	protein_coding	7	14	15.44	11	5	3	20	7	1	4	1	5	8.95	3
ENSMUSG00000075324	Fign	protein_coding	23	23	24	24	25	24	29	23	5	7	25	6	27	37
ENSMUSG00000075325	Gm13582	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075327	Zbtb2	protein_coding	483	433.14	331.84	377.2	315	434	376.48	401	302.04	271.78	320.41	241.51	348.81	363.48
ENSMUSG00000075330	A930003A15Rik	protein_coding	13	7	23	24.82	11.37	13	60.81	37.7	37.69	32	8	10	8.14	9.16
ENSMUSG00000075334	Rprm	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075335	4930588K23Rik	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075359	Gm20775	unprocessed_pseudogene	83.58	155.83	99.77	221.8	246.98	0	172.57	185.48	193.04	158.75	186.44	119.61	178.75	172.56
ENSMUSG00000075370	Igll1	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000075376	Rc3h2	protein_coding	1884	1911	1605	1779	1881	1975	1901	1547	1472.97	1654	1596	1282	1530	1965
ENSMUSG00000075377	Olfr362	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075378	Olfr361	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075379	Olfr358	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075380	Olfr355	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075382	Olfr353	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075383	Olfr351	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075384	Olfr3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075387	Olfr341	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075389	2810410L24Rik	processed_transcript	16	18	10	13	28	23	32	39	25	37	23	16	57	53
ENSMUSG00000075390	Rpl36-ps8	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075391	Gm13443	processed_pseudogene	695.96	1085.24	756.69	866.65	765.45	646.96	705.04	733.67	856.2	892.61	757.02	751.74	782.75	869.75
ENSMUSG00000075394	Hoxc4	protein_coding	178	193	179	168	162	216	208	194	181	207	148	139	224	205
ENSMUSG00000075395	A630010A05Rik	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075402	Krt76	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075405	9430097D07Rik	protein_coding	0	1	0	0	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000075408	6030408B16Rik	lincRNA	0	1	0	0	0	0	0	1	0	1	6	4	0	0
ENSMUSG00000075410	Gm11744	protein_coding	2	5	6	2	3	4	3	5	1	1	5	2	4	1
ENSMUSG00000075415	Fnbp1	protein_coding	1332	1400	1127	1294	1216	1558	1374	1260	1132	1299	1270	1266	1301	1445
ENSMUSG00000075416	Gm14488	processed_transcript	15	34	22	32	20	15	34	25	22	25	12	13	13	28
ENSMUSG00000075419	Dolk	protein_coding	483	448	345	419	281	379	412	259	461	417	690	643	294	268
ENSMUSG00000075420	Smim6	protein_coding	0	0	3	0	0	5	1	1	8	3	0	3	0	0
ENSMUSG00000075425	Gm13547	protein_coding	0	0	0	0	0	0	0	1.15	0	0	0	0	2.05	0
ENSMUSG00000075427	Olfr288	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075431	Gm11691	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075437	Gm11681	lincRNA	0	1	0	1	1	0	2	0	0	0	0	1	0	0
ENSMUSG00000075463	4930594M22Rik	processed_transcript	12	3	2	7	3	10	12	5	5	7	22	15	6	8
ENSMUSG00000075465	Gm10837	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075467	Dnlz	protein_coding	821	766	451	490	219	313	466	381	470	443	538	583	325	278
ENSMUSG00000075469	Gm17205	processed_pseudogene	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000075470	Alg10b	protein_coding	5147	5685	3682	3864	3557	4717	3513	2968	2609	3004	2965	2410	2944	3994
ENSMUSG00000075478	Slitrk1	protein_coding	1	0	3	1	1	0	1	0	0	0	2	1	0	0
ENSMUSG00000075480	Gm10840	protein_coding	0	1	0	0	0	2	0	0	0	0	0	1	0	1
ENSMUSG00000075485	Gm10842	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075486	Commd6	protein_coding	384	315	321	362	495	554	400	336	783	658	880	820	546	485
ENSMUSG00000075502	Kbtbd6	protein_coding	4.06	4.12	6.13	7.7	2.37	0	0	0	0	0	2.59	1.29	1.44	3.91
ENSMUSG00000075510	Fam187a	protein_coding	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000075511	1700001L05Rik	lincRNA	13	15	22	21	22	40	32	21	14	20	29	22	16	37
ENSMUSG00000075512	Gm1587	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075514	Gm13375	antisense	15	34	49	40	63	68	73	59	52	52	18	25	93	97
ENSMUSG00000075517	Cyp2d37-ps	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075520	Malrd1	protein_coding	0	0	1	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000075524	4930407I10Rik	protein_coding	3	1	1	1	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000075525	Gm10849	pseudogene	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075528	Aarsd1	protein_coding	1120.54	913.51	745.99	791.05	994.23	1280.29	792.07	490.48	955.49	914.97	1010.5	1225.83	1611.45	1276.84
ENSMUSG00000075534	Gm13262	antisense	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000075538	Gm10855	sense_intronic	0	1	1	2	4	1	2	4	0	3	0	0	1	2
ENSMUSG00000075543	Urad	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075549	Gm6878	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075551	Cyp3a41a	protein_coding	0	0	0	2	2	5	3	2	4	4	11	10	5	3
ENSMUSG00000075552	Cyp3a41b	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075553	Gm5464	protein_coding	0	2	1	0	0	1	1	0	1	0	2	1	2	4
ENSMUSG00000075555	Gm10863	antisense	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000075558	Gm17151	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075566	Krtap4-6	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075567	Krtap1-4	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075569	Rsph10b	protein_coding	2	3.02	2.13	0	4	3.2	1.59	1	3.26	3.14	1	1	4.41	4.52
ENSMUSG00000075570	Krt26	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075571	Defb30	protein_coding	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000075572	Defb43	protein_coding	1	0	0	0	0	0	0	1	0	2	1	0	0	0
ENSMUSG00000075573	Defb47	protein_coding	1	2	0	0	0	0	0	1	0	0	0	0	2	0
ENSMUSG00000075574	Defb48	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075576	Gm12359	antisense	5	8	8	7	4	6	6	10	10	15	26	38	9	8
ENSMUSG00000075581	Gm16409	processed_pseudogene	11.47	3.93	29.18	7.16	5.6	1.04	6.61	8.47	15.93	7.57	21.42	15.55	9.45	16.31
ENSMUSG00000075585	6330403L08Rik	antisense	340	313	327	332	204	326	329	329	483	502	329	322	262	317
ENSMUSG00000075586	Gm11529	processed_transcript	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075587	Gm11531	processed_pseudogene	0	0	0	1.02	1.08	0	0	0	1.09	2.42	1.1	4.92	1.02	1.03
ENSMUSG00000075588	Hoxb2	protein_coding	6	1	1	1	2	1	0	0	1	0	0	1	0	1
ENSMUSG00000075589	Gm11536	antisense	0	0	0	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000075590	Nrbp2	protein_coding	455	446	489	578	981	1352	909	747	1477	1405	1023	971	1492	1449
ENSMUSG00000075591	Gm10874	lincRNA	18	4	1	2	2.87	0	1	1	1	1	1	0	2	5
ENSMUSG00000075592	Nynrin	protein_coding	586	545	729	702	539	750	882	650	252	276	205	205	476	548
ENSMUSG00000075593	Gal3st4	protein_coding	8	2	1	1	1	5	1	0	1	0	0	0	1	1
ENSMUSG00000075595	Zfp652	protein_coding	1101.52	1248.42	1294.63	1477.84	1985.61	2295.49	2372.49	2267.42	2255.14	2574.41	1388.15	1263.52	1455.1	2006.06
ENSMUSG00000075596	B130006D01Rik	protein_coding	3	2	0	3	7	3	7	7	1	2	3	0	4	6
ENSMUSG00000075598	Smok3c	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075599	Smok3a	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075600	Zc3h3	protein_coding	697.18	591.75	509.65	448.65	732.02	1413.32	800.84	728.96	967.96	1301.58	656.14	642.99	561.48	629.52
ENSMUSG00000075602	Ly6a	protein_coding	8061.86	8394.54	13279.46	15334.51	9944.28	10456.38	28778.08	26497.01	14496.69	13476.67	17578.18	17762.38	12389.33	12437.53
ENSMUSG00000075604	Cyp11b1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075605	Slurp2	protein_coding	0	0	2	2	9	8	6	3	5	2	0	1	17	12
ENSMUSG00000075609	Gm7935	processed_pseudogene	36.58	96.76	78.32	55.71	46.55	21.81	49.86	43.56	48.2	76.14	150.88	158.84	45.29	51.1
ENSMUSG00000075610	Tmem92	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075611	Gm11545	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075700	Selenot	protein_coding	6848	6628	5212	5404	4696.99	5393	5071.99	4062	5508	4960	5241	4489	4568	5065
ENSMUSG00000075701	Selenos	protein_coding	783	747	611	669	560	622	985	905	1105	1077	2073	1906	725	637
ENSMUSG00000075702	Selenom	protein_coding	836	826	802	965	915	1185	1917	1528	1776	1659	1154	1495	1549	1116
ENSMUSG00000075703	Selenoi	protein_coding	3340	3437	2787	2888	2604	3284	3115	3083	2255	2445.99	2459	2101	2861	3440
ENSMUSG00000075704	Txnrd2	protein_coding	332	339	320	332	275	340	403	309	136	142	224	192	338	313
ENSMUSG00000075705	Msrb1	protein_coding	673	621	445	540	450	503	574	427	579	620	702	818	595	434
ENSMUSG00000075706	Gpx4	protein_coding	5149.2	3866.88	3743.72	3672.36	3801.9	5889.58	4347.01	3658.41	8512.06	7534.61	7396.24	7597.28	5590	4700.17
ENSMUSG00000075707	Dio3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075719	Gm23741	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075726	Gm23254	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075760	Gm25414	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075770	Gm22589	snoRNA	0	0	0.57	0.65	0	0	0.41	0	0	1.4	0	0	0	0
ENSMUSG00000075826	Gm23691	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075829	Gm23692	snRNA	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000075832	Gm22004	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075833	Gm22003	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075837	Gm22005	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075864	Gm26002	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075874	n-R5s1	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075893	Gm25538	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075903	Gm23941	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075906	Gm23942	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075908	Gm23940	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075918	n-R5s2	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000075934	Gm24423	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075952	Gm23422	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075958	Gm23423	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075968	Gm25089	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075973	n-R5s64	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075983	Gm24121	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076005	Mir547	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076006	Mir376c	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076009	Mir688	miRNA	0	0	0	0	0.85	0	0.88	1.82	0.8	0	0	0	0	0
ENSMUSG00000076010	Mir615	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076011	Mir652	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076012	Mir705	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076014	Mir669a-2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076028	Mir669a-3	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076030	Gm22750	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076031	Gm22751	miRNA	0.68	0	1.02	1	0	0	0	0	0	0	1	1	1	1
ENSMUSG00000076033	Mir692-3	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076036	Gm22133	miRNA	570.84	949.84	127.9	347.2	804.02	0.1	142.07	337.31	95.06	119.34	847.11	438.96	126.94	124.57
ENSMUSG00000076037	Gm22752	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076038	Gm22774	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076039	Gm22137	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076041	Mir20b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076042	Mir710	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076049	Mir598	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076050	Mir450b	miRNA	0	0	0	0	7	0	1	1	2	4	0	0	0	0
ENSMUSG00000076051	Mir707	miRNA	0	0	0	0.57	0	0	0	0	0	0.75	2.59	0	1.72	0
ENSMUSG00000076052	Mir541	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076060	Mir704	miRNA	0	0	1	1	0	0	1	0	0	1	0	0	1	0
ENSMUSG00000076062	Mir92-1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076063	Mir539	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076064	Mir690	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076065	Mir681	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076066	Mir223	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076067	Mir592	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076068	Mir678	miRNA	1.35	2.62	2.75	6.63	2.12	0	9.75	0	1.34	0	8.05	0	8.45	11.92
ENSMUSG00000076117	Mir680-2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076118	Mir669c	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076119	Mir698	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076120	Mir551b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076121	Mir687	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076122	Mir503	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076123	Mir700	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076126	Mir669b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076127	Mir718	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076128	Mir686	miRNA	2.77	18.68	13.17	32.46	29.15	0	0	5.27	0	0	0	0	0	0
ENSMUSG00000076129	Gm22920	miRNA	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076135	Gm24276	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076136	Gm24951	miRNA	0	14	4	10	14	0	5	10	8	6	15	15	14	18
ENSMUSG00000076137	Gm26384	miRNA	2.37	0	0	1.25	0	0	0	1.21	0	0	3.5	0	0	0
ENSMUSG00000076138	Gm26377	miRNA	1215.45	4279.72	1001.73	3695.84	4497.38	0	1926.95	3810.82	3461.87	2739.21	9088.66	7089.52	2838.05	4603.35
ENSMUSG00000076140	Mir542	miRNA	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000076141	Mir693	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076142	Mir711	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076143	Mir708	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076144	Mir709	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076145	Mir679	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076146	Mir449c	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076147	Mir694	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076163	Mir701	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076180	Gm24938	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076190	Gm23256	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076199	Gm23255	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076212	Mir680-1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076214	Mir717	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076216	Mir695	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076217	Mir706	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076218	Mir692-1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076219	Mir487b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076222	Mir297b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076227	Gm25593	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076228	Gm25595	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076229	Gm25594	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076230	Gm22758	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076231	Gm22759	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076232	Gm22760	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076233	Gm22761	miRNA	0	0	0.3	0	1.04	0	0	0	1.02	0	0	0	0	0
ENSMUSG00000076234	Gm22757	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076236	Mir682	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076237	Gm26300	miRNA	0	0	0	0	0	0	0.22	0	0	0	0.14	0	0	0
ENSMUSG00000076238	Gm22582	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076240	Mir702	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076241	Mir543	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076246	Gm22256	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076251	Mir501	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076252	Mir302b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076253	Mir680-3	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076255	Mir92b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076256	Mir19b-1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076258	Gm23935	miRNA	19	34	24.33	36.33	50	0.66	277	219	348.67	485.67	324.33	435.67	170	116.33
ENSMUSG00000076269	Mir374b	miRNA	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076270	Mir719	miRNA	7.27	22.07	8.97	26.78	15.85	0	15.6	8.62	25.75	12.65	22.64	15.76	9.8	9.92
ENSMUSG00000076271	Mir697	miRNA	0	3	0	1	0	0	1	0	1	1	0	0	0	0
ENSMUSG00000076272	Mir666	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076274	Gm25083	miRNA	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076275	Mir675	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076281	Gm24270	miRNA	19	34	24.33	36.33	50	0.66	277	219	348.67	485.67	324.33	435.67	170	116.33
ENSMUSG00000076282	Gm24271	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076284	Gm24272	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076286	Mir672	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076287	Gm24273	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
